0; 7; 0.05760342441252338; 1.0
1; 7; 0.05760342441252338; 1.0
2; 7; 0.05760342441252338; 1.0
3; 7; 0.05760342441252338; 1.0
4; 7; 0.05760342441252338; 1.0
0; 8; 1.4908402096788556; 1.0
1; 8; 1.4908402096788556; 1.0
2; 8; 1.4908402096788556; 1.0
3; 8; 1.4908402096788556; 1.0
4; 8; 1.4908402096788556; 1.0
0; 9; 8.139011104285496; 1.0
1; 9; 8.139011104285496; 1.0
2; 9; 8.139011104285496; 1.0
3; 9; 8.139011104285496; 1.0
4; 9; 8.139011104285496; 1.0
0; 10; 2.059564069629319; 0.3333333333333333
1; 10; 2.059564069629319; 0.3333333333333333
2; 10; 2.059564069629319; 0.3333333333333333
3; 10; 2.059564069629319; 0.3333333333333333
4; 10; 2.059564069629319; 0.3333333333333333
0; 11; 9.245062539903431; 0.2857142857142857
1; 11; 9.245062539903431; 0.2857142857142857
2; 11; 9.245062539903431; 0.2857142857142857
3; 11; 9.245062539903431; 0.2857142857142857
4; 11; 9.245062539903431; 0.2857142857142857
